# Fix print output for fix posit_out
0 0 0.00969859543095833 3.42053936543839e-13 -0.0464223401282201 9.60244047348987e-13
1000 50000 0.382368223560462 6.06420624884069e-06 -0.00424729352099942 1.57416686900118e-06
2000 100000 0.667740653022631 5.72608276909874e-06 0.0884364885416532 2.14382291237309e-06
3000 150000 0.959534507827912 5.82156975893404e-06 0.205103706921164 2.35079029090055e-06
4000 200000 1.24848746069463 5.79286945262448e-06 0.3205682393696 2.36707132106042e-06
5000 250000 1.53945561651395 5.82263863145636e-06 0.441544906387498 2.44435608705649e-06
6000 300000 1.82984566500571 5.79613583055485e-06 0.565050846738487 2.483622862347e-06
7000 350000 2.12074334215751 5.83029868146641e-06 0.689812066600562 2.497120379742e-06
8000 400000 2.4114535943028 5.82091548043037e-06 0.814879206545723 2.50988161734801e-06
9000 450000 2.70376825616054 5.88065702333208e-06 0.940216497734948 2.50925646458755e-06
10000 500000 2.99711829617404 5.83725089999219e-06 1.06552065710302 2.49330593698495e-06
11000 550000 3.28747478752138 5.80691657873204e-06 1.18597687452971 2.31873734218699e-06
12000 600000 3.57879096190844 5.85567148046904e-06 1.29865826125275 2.20042297226808e-06
13000 650000 3.87321778314051 5.8885179060616e-06 1.40750126433544 2.15204477090771e-06
14000 700000 4.16626072547999 5.88242076723239e-06 1.51458587689522 2.16966960555701e-06
15000 750000 4.46122246182707 5.88134308798124e-06 1.62371009580203 2.18222321334893e-06
16000 800000 4.75416330125739 5.84976289256746e-06 1.73297440864826 2.18561903794421e-06
17000 850000 5.0474625098568 5.86997830479555e-06 1.84275323932988 2.17681958837534e-06
18000 900000 5.34094361475404 5.90872835572169e-06 1.95142537064306 2.20584422036706e-06
19000 950000 5.63879207324588 5.99771484472538e-06 2.06245909801523 2.22735028507363e-06
20000 1000000 5.93744395550367 5.95497153439124e-06 2.17265026951966 2.15189097687079e-06
21000 1050000 6.23671606624521 5.99669742162319e-06 2.27735676952333 2.06869346621726e-06
22000 1100000 6.53458432715839 5.93086274300145e-06 2.38033247821297 2.05337869153709e-06
23000 1150000 6.8315428987632 5.94058223442216e-06 2.48368100484314 2.07195382030677e-06
24000 1200000 7.1285354242496 5.9502127790167e-06 2.58698618107778 2.05949716952491e-06
25000 1250000 7.42743487053351 5.9833391733852e-06 2.69126329650036 2.08495515309159e-06
26000 1300000 7.72447039262996 5.92835895814774e-06 2.79542146824247 2.12485663455521e-06
27000 1350000 8.02191772260799 5.9790958531225e-06 2.90251662573865 2.13126729023385e-06
28000 1400000 8.32168017846313 6.02471990101656e-06 3.01054112548096 2.16505860042052e-06
29000 1450000 8.62037336066086 5.90994289325216e-06 3.11692010025622 2.14404852727978e-06
30000 1500000 8.91702769473181 5.92436516427168e-06 3.22616041182326 2.15382533565465e-06
31000 1550000 9.21059761736251 5.86524140416477e-06 3.33162224484477 2.09781325815644e-06
32000 1600000 9.50543701852032 5.9196246437603e-06 3.43461473011079 2.02588519232157e-06
33000 1650000 9.80344398102021 5.97298772685486e-06 3.53840739848683 2.11327606481769e-06
34000 1700000 10.0995039926552 5.86545651258808e-06 3.64342793688124 2.10346739711279e-06
35000 1750000 10.3947615723601 5.93283034297481e-06 3.74803106323692 2.07165705523686e-06
36000 1800000 10.6925450339351 6.02767729457227e-06 3.85190873394954 2.10853191469646e-06
37000 1850000 10.9953374678735 6.04466329365859e-06 3.95721915180733 2.07667751620287e-06
38000 1900000 11.2960371602067 5.95254326375311e-06 4.061716509835 2.08389959723766e-06
39000 1950000 11.5915686568126 5.88136191761891e-06 4.16403562788724 2.02822263891374e-06
40000 2000000 11.8855507139433 5.87362045332022e-06 4.26280691273727 1.92079709307114e-06
41000 2050000 12.1792548146162 5.90301015856322e-06 4.36184723621154 2.04690378270519e-06
42000 2100000 12.4761823127652 5.9538637424986e-06 4.4621548199636 1.95932077379178e-06
43000 2150000 12.7752105657082 6.02700401117112e-06 4.56113579529472 1.98999301029546e-06
44000 2200000 13.0759120587282 6.00897416792638e-06 4.65976495225857 1.98514941818712e-06
45000 2250000 13.3775891986516 6.02905226036633e-06 4.759677271582 1.98623238723306e-06
46000 2300000 13.6777562876308 6.00575596245842e-06 4.8598616472574 2.0353917911273e-06
47000 2350000 13.9794473760001 6.02235176934055e-06 4.95943105657821 1.92776153335229e-06
48000 2400000 14.278234820999 5.92847379639654e-06 5.05586169094458 1.91491462089976e-06
49000 2450000 14.5720953871934 5.85445504112287e-06 5.14997573046018 1.85556653672066e-06
50000 2500000 14.8660821469006 5.90576499804404e-06 5.24195563236585 1.80259527831808e-06
51000 2550000 15.1648424345792 6.05971982497518e-06 5.33136063890663 1.8295181571612e-06
52000 2600000 15.4697736138065 6.09040290373189e-06 5.4231604662073 1.81916034370993e-06
