# Fix print output for fix posit_out
0 0 81.3193744924464 1.66723278341045e-06 41.178746091394 7.79608175531549e-07
1000 50000 81.4226906446849 2.01944343488379e-06 41.2195228915761 8.44492188623731e-07
2000 100000 81.5218274759973 1.95251562149416e-06 41.2617824752151 8.42501901636716e-07
3000 150000 81.6188414154959 1.93853819481218e-06 41.304166624099 8.60061599156186e-07
4000 200000 81.7152671206432 1.91351452085199e-06 41.3473892358256 8.58074214731294e-07
5000 250000 81.8110641136752 1.9375287474928e-06 41.3905294786222 8.78766595920878e-07
6000 300000 81.9099714549172 2.00825401355657e-06 41.4353438130709 9.08005425051417e-07
7000 350000 82.0103672074746 2.01194756467708e-06 41.4813774575419 9.37087019982994e-07
8000 400000 82.1104369719148 1.96653065564648e-06 41.5282959104149 9.2139478048078e-07
9000 450000 82.2069236149163 1.91081180335085e-06 41.5731802818225 8.88245302098749e-07
10000 500000 82.3027954585983 1.92120509423194e-06 41.6177027206436 8.88231241380839e-07
11000 550000 82.3987674039495 1.92605877464695e-06 41.6621437451969 8.89699408708017e-07
12000 600000 82.4953393737305 1.93425887222809e-06 41.7067111007281 8.96254111870849e-07
13000 650000 82.5925161323606 1.95083769687934e-06 41.7517026293788 9.00055474477205e-07
14000 700000 82.6900559684474 1.95565528924682e-06 41.7964414704927 8.92184943560607e-07
15000 750000 82.7882640321935 1.9712915465117e-06 41.8412948925932 9.00522246706981e-07
16000 800000 82.8876644195149 1.99088253767424e-06 41.8865567650387 9.04620606616585e-07
17000 850000 82.9868903633281 1.98535573036289e-06 41.9317048714866 9.01885496960596e-07
18000 900000 83.0865333890331 1.99584340480162e-06 41.9773500452238 9.2428174813619e-07
19000 950000 83.1857784109629 1.98158076600846e-06 42.023349168715 9.16031763247536e-07
20000 1000000 83.2842936558334 1.96055619515138e-06 42.0690100828227 9.12130190786997e-07
21000 1050000 83.38204920992 1.94945170523069e-06 42.115184011744 9.33619793088244e-07
22000 1100000 83.4798310882848 1.96940628491049e-06 42.1621148788021 9.38356006820929e-07
23000 1150000 83.5787803964766 1.96889341807655e-06 42.2077704752202 8.85532542819429e-07
24000 1200000 83.6762779043575 1.93366275311035e-06 42.251290482845 8.55498807370789e-07
25000 1250000 83.7725107864032 1.92337516498746e-06 42.2944000603986 8.84860707170038e-07
26000 1300000 83.8687096802317 1.92417145646498e-06 42.3401819394918 9.42040116548837e-07
27000 1350000 83.9650989970649 1.93552963577603e-06 42.3878779332315 9.55332331763693e-07
28000 1400000 84.0618765321335 1.92654864579368e-06 42.4347136519748 9.15093431858743e-07
29000 1450000 84.1581801145546 1.93079698036443e-06 42.4796731863008 8.74831957839752e-07
30000 1500000 84.2555722526915 1.97683412005621e-06 42.5219041265287 8.31692940101715e-07
31000 1550000 84.3553976847643 1.99245626829214e-06 42.5643151909824 8.5646248437256e-07
32000 1600000 84.4538821536347 1.95946217337046e-06 42.6065604620916 8.42606907524454e-07
33000 1650000 84.5520832021569 1.9602773646787e-06 42.6493165020612 8.61067408989773e-07
34000 1700000 84.6483906900292 1.89528761359662e-06 42.6925623170127 8.74435345852584e-07
35000 1750000 84.743073078732 1.89876054032062e-06 42.7364040693781 8.76193650764527e-07
36000 1800000 84.8385160345916 1.9132680977447e-06 42.7799124319887 8.53860384239917e-07
37000 1850000 84.934362545616 1.9148862372013e-06 42.8223322282916 8.52478258753305e-07
38000 1900000 85.0294973231744 1.89017770160742e-06 42.8649164128654 8.48769063680995e-07
39000 1950000 85.12403042799 1.90672668024795e-06 42.9076090381763 8.64754942794112e-07
40000 2000000 85.219972439342 1.92301173917655e-06 42.9510711014165 8.66998541113787e-07
41000 2050000 85.3168309054359 1.94849977971696e-06 42.9942088936954 8.61218509663206e-07
42000 2100000 85.4146941569396 1.96757560391578e-06 43.0378200248815 8.84743432593475e-07
43000 2150000 85.5136567746043 2.00071456134308e-06 43.0823017143313 8.89375724463365e-07
44000 2200000 85.614000189487 1.99130353880984e-06 43.1266125934951 8.84714605423948e-07
45000 2250000 85.7130233802816 1.96654216488062e-06 43.170980379285 8.9232751004974e-07
46000 2300000 85.8099156010825 1.92903213451922e-06 43.2159839191436 9.10318955335527e-07
47000 2350000 85.9071995699676 1.95693537241039e-06 43.2624731100859 9.4223067713227e-07
48000 2400000 86.0048087085089 1.95544326039546e-06 43.3083982362278 8.84291853660968e-07
49000 2450000 86.1030217285765 1.95554405444497e-06 43.3519635167401 8.74450964776723e-07
50000 2500000 86.199866746482 1.92405626950854e-06 43.3961474932426 8.93536592217594e-07
51000 2550000 86.2961349398822 1.92604582251433e-06 43.4410771593188 8.998740463905e-07
52000 2600000 86.392578579651 1.93631058115062e-06 43.4863818094528 9.19387937461548e-07
53000 2650000 86.4893803613119 1.92477008639922e-06 43.5331415737671 9.35303827602238e-07
54000 2700000 86.5848059136768 1.88830213738317e-06 43.5785380697658 8.80392755802484e-07
55000 2750000 86.6787155129907 1.88096319916891e-06 43.6222014597588 8.79659969365085e-07
56000 2800000 86.7734194564156 1.90760785959025e-06 43.6669579851359 9.04415725068138e-07
57000 2850000 86.8696204467584 1.94606057371362e-06 43.7117941977974 8.86825783577373e-07
58000 2900000 86.9674640058755 1.95665033854168e-06 43.7558212415439 8.72064253290382e-07
59000 2950000 87.0659567434191 1.98259223549303e-06 43.7992882230327 8.74315619902493e-07
60000 3000000 87.1653944453408 1.98953260307056e-06 43.8430298284058 8.64960987364714e-07
61000 3050000 87.2646129965349 1.98311696450275e-06 43.8852563006064 8.33255166706495e-07
62000 3100000 87.3637646565972 1.984144548678e-06 43.9272545012142 8.51558512266019e-07
63000 3150000 87.4625530299031 1.96359697181936e-06 43.9703200350048 8.64079696689015e-07
64000 3200000 87.5599149342749 1.92918360470067e-06 44.0129372926493 8.40412408995295e-07
65000 3250000 87.6559813102265 1.92477951864905e-06 44.0551408565677 8.50772422433788e-07
66000 3300000 87.7527613346652 1.95173703119612e-06 44.0975206385641 8.38491074844873e-07
67000 3350000 87.8516155892708 2.00606384573599e-06 44.1393299386262 8.48621440373264e-07
68000 3400000 87.95178726415 1.98757072535247e-06 44.182574660279 8.82114178729413e-07
69000 3450000 88.0505575615167 1.97493807688471e-06 44.227336742243 9.05113783656945e-07
70000 3500000 88.1490592461603 1.96503920258423e-06 44.2730228912212 9.26759695617904e-07
71000 3550000 88.2477255627412 1.98333977990005e-06 44.3202768895868 9.55020738757227e-07
72000 3600000 88.3462979415839 1.95863941288965e-06 44.3672445893286 9.19163620779341e-07
73000 3650000 88.4441641992904 1.95126320022151e-06 44.4128051374183 9.04449817030391e-07
74000 3700000 88.5407779623325 1.90096133226407e-06 44.4573758802282 8.77378595616516e-07
75000 3750000 88.6343812123306 1.86226209288227e-06 44.5005477426746 8.48058100300849e-07
76000 3800000 88.7279566613949 1.89887696376095e-06 44.542340982799 8.34169289794781e-07
77000 3850000 88.8249991276045 1.97455186153494e-06 44.5854326049573 8.8845682605649e-07
78000 3900000 88.9238679129349 1.96425746317505e-06 44.6301325994979 9.00130420144042e-07
79000 3950000 89.0210795784228 1.93172754182811e-06 44.6755689200887 9.11895828507886e-07
