# Fix print output for fix posit_out
0 0 143.355571480519 2.64204809430855e-06 68.1493748733138 1.11414066336157e-06
1000 50000 143.505780644418 2.94041012648503e-06 68.2068844849629 1.18522313993023e-06
2000 100000 143.653909605 2.99489300659858e-06 68.2670791011761 1.22744112676151e-06
3000 150000 143.804334005398 3.00842268184278e-06 68.3304456779964 1.29468554937964e-06
4000 200000 143.954886131814 3.01278475342047e-06 68.394849000811 1.28061686971335e-06
5000 250000 144.103719087998 2.92371287818351e-06 68.4588604679188 1.28122134297726e-06
6000 300000 144.249151308517 2.91521868148074e-06 68.5236658925708 1.30327158480427e-06
7000 350000 144.394231713118 2.89665597970232e-06 68.5891608372364 1.31994680727344e-06
8000 400000 144.540305302522 2.95516545452921e-06 68.654129316635 1.26796682038515e-06
9000 450000 144.689465670381 3.00642786711244e-06 68.7175157942669 1.29093615533394e-06
10000 500000 144.838459186858 2.93865928905107e-06 68.7829634920709 1.3128918063387e-06
11000 550000 144.984431888142 2.92130315596852e-06 68.8487794544628 1.31589774831718e-06
12000 600000 145.132450339099 2.99850936537346e-06 68.914529362451 1.32504174551077e-06
13000 650000 145.281674164371 2.97290754382415e-06 68.9805746603316 1.31674636033449e-06
14000 700000 145.429943242403 2.95251179417448e-06 69.0466015023771 1.31294082787296e-06
15000 750000 145.576974112113 2.92578559947545e-06 69.1115923920886 1.29360289544688e-06
16000 800000 145.724199557401 2.96877844003379e-06 69.1767466307341 1.31978668875747e-06
17000 850000 145.871907947354 2.92283376250857e-06 69.2434549205022 1.33662961345552e-06
18000 900000 146.017025166382 2.89344896751316e-06 69.3097512231188 1.31115268138205e-06
19000 950000 146.162776616337 2.95124082944257e-06 69.3742948661478 1.28390054721272e-06
20000 1000000 146.310606371337 2.93186568305157e-06 69.4389997259913 1.28453267648374e-06
21000 1050000 146.456493603941 2.9301050390113e-06 69.5022253948008 1.26052766223855e-06
22000 1100000 146.604407312053 2.96470678062546e-06 69.5652896171328 1.24384821857064e-06
23000 1150000 146.752876431255 2.98097245337604e-06 69.6269769700535 1.23110530104787e-06
24000 1200000 146.901721559507 2.97655999981677e-06 69.6883013424064 1.24078405373661e-06
25000 1250000 147.050760081362 2.98592049581243e-06 69.7512322982555 1.26398407574646e-06
26000 1300000 147.200487426653 3.00123819652113e-06 69.8147075381976 1.2759642899163e-06
27000 1350000 147.351000238895 3.02987351258849e-06 69.878432712982 1.28063405941084e-06
28000 1400000 147.502015795806 2.97535439123848e-06 69.943411207555 1.30393767381895e-06
29000 1450000 147.649625373907 2.9425850446152e-06 70.0079806928344 1.27233989785239e-06
30000 1500000 147.797916771463 3.00309382501163e-06 70.0704806133617 1.23654511069402e-06
31000 1550000 147.950545318189 3.08654989467632e-06 70.1327087900838 1.24093143946148e-06
32000 1600000 148.103876628431 3.04543435245758e-06 70.1940009913595 1.20417103040724e-06
33000 1650000 148.256576518352 3.05938476146826e-06 70.2531617776085 1.18424758713774e-06
34000 1700000 148.407846500413 2.98717719689128e-06 70.3127925088229 1.17682151720274e-06
35000 1750000 148.555363187883 2.9197105145941e-06 70.3705270881224 1.14616727864659e-06
36000 1800000 148.702619252589 2.99214232384075e-06 70.4286992668245 1.18604871210974e-06
37000 1850000 148.854347477503 3.05999810569555e-06 70.4892382994841 1.23156482109921e-06
38000 1900000 149.00593963075 3.00648439477208e-06 70.55146368416 1.2450682320728e-06
39000 1950000 149.156298215638 3.0077823988814e-06 70.6123696475095 1.1849538415843e-06
